Date,Close,High,Low,Open,Volume
2024-04-05,1363.054443359375,1370.0581487632178,1360.2438042627782,1363.9299768430176,5072482
2024-04-08,1360.8427734375,1373.9747637962018,1358.4467836601393,1366.6485404880466,6610887
2024-04-09,1377.56884765625,1395.0321590156452,1370.6112639030227,1373.0993855776476,9423230
2024-04-10,1388.5814208984375,1391.3920603288602,1368.0770834855082,1382.6373994109804,6744595
2024-04-12,1368.26123046875,1388.581302495331,1363.4231287950938,1386.0009366054892,12275616
2024-04-15,1352.9637451171875,1374.8964069734686,1346.420810540168,1363.884010132131,8531224
2024-04-16,1303.4769287109375,1340.9838100424993,1302.1868580329226,1337.1593826933124,16173541
2024-04-18,1307.9002685546875,1331.3534994670702,1297.072135276183,1309.6051010829012,22107945
2024-04-19,1300.52783203125,1314.903883353496,1270.5776782377934,1276.3373231980736,20603621
2024-04-22,1320.341064453125,1324.1193692022916,1302.1867077963823,1308.4992564312556,5859087
2024-04-23,1329.2340087890625,1333.334831262017,1320.571479724218,1329.786912241484,4856174
2024-04-24,1318.497802734375,1330.9847568541209,1315.0881382295058,1330.9847568541209,4268213
2024-04-25,1325.59375,1331.5377710414832,1308.5913232271268,1308.5913232271268,9089398
2024-04-26,1318.0372314453125,1331.9986341616486,1315.0422158870554,1326.7457701482465,8062444
2024-04-29,1322.18408203125,1326.8379201034072,1316.1940513407444,1317.7606297548816,5055957
2024-04-30,1309.0982666015625,1323.8429581264434,1306.3336369406475,1322.1380131744238,6936588
2024-05-02,1303.4769287109375,1312.2777125811695,1301.0809385320886,1302.140735868815,10076354
2024-05-03,1305.1817626953125,1313.0148803966708,1293.109456008172,1310.5266461015717,8842345
2024-05-06,1314.0284423828125,1332.2749298443393,1305.9188174045357,1308.5913151241766,6445422
2024-05-07,1327.8975830078125,1330.1093091097507,1304.5364861962978,1313.1528923189749,6080661
2024-05-08,1315.318603515625,1326.791770914921,1313.751912640343,1322.6448266752147,6234983
2024-05-09,1326.607421875,1336.1913801730982,1313.060670734901,1315.5489046143746,6088406
2024-05-10,1313.10693359375,1323.289918499904,1302.1405469699123,1322.460619610937,8777481
2024-05-13,1311.7706298828125,1313.1990668474873,1300.481725623948,1313.1990668474873,3735954
2024-05-14,1312.922607421875,1321.2626187308836,1306.7944348778417,1314.489298423798,3463230
2024-05-15,1308.5452880859375,1319.4656655532185,1307.2552175350827,1314.1206697254095,4327544
2024-05-16,1339.324951171875,1341.5366776212318,1315.0423073779823,1321.4469884047705,9249145
2024-05-17,1330.98486328125,1342.6884167000094,1326.3310252131012,1342.6884167000094,7542860
2024-05-21,1321.631103515625,1331.3533160495845,1316.3322305136044,1317.8066770242508,6752663
2024-05-22,1340.6611328125,1345.406990441256,1315.963729310014,1316.6548867308702,7173285
2024-05-23,1356.8802490234375,1362.17912249703,1336.2376585581328,1340.5688666610595,8641428
2024-05-24,1350.15283203125,1359.7369031866842,1345.4529845154584,1353.0557154211108,5277938
2024-05-27,1355.91259765625,1363.5153292403581,1345.6834903871545,1356.373369267408,5821844
2024-05-28,1351.9501953125,1360.197963167809,1345.7297777980132,1359.737191500069,6186922
2024-05-29,1337.113037109375,1350.5215354265988,1336.237616082271,1350.4294036068611,7401634
2024-05-30,1315.4569091796875,1336.0995011368218,1310.0198938256992,1329.6026885129104,9663150
2024-05-31,1322.4598388671875,1350.5182603744363,1315.9739443356261,1325.1858078435043,37113815
